seq,rtt_m2h_ns
1943,15613000
1944,15628000
1945,15657000
1946,16640000
1947,16633000
1948,16624000
1949,16632000
1950,16628000
1951,15636000
1952,15633000
1953,14982000
1954,15625000
1955,15636000
1956,15620000
1957,15628000
1958,15628000
1959,15641000
1960,13623000
1961,16620000
1962,14640000
1963,14647000
1964,14666000
1965,14643000
1966,13638000
1967,14659000
1968,14658000
1969,14683000
1970,13627000
1971,14643000
1972,14623000
1973,13639000
1974,14603000
1975,13631000
1976,14631000
1977,13631000
1978,13619000
1979,14619000
1980,14618000
1981,14639000
1982,13619000
1983,13639000
1984,14623000
1985,14627000
1986,14619000
1987,14631000
1988,14627000
1989,14630000
1990,13623000
1991,14639000
1992,12965000
1993,13635000
1994,13619000
1995,14628000
1996,14619000
1997,14631000
1998,13614000
1999,13611000
2000,14619000
2001,14639000
2002,14635000
2003,14638000
2004,14615000
2005,14639000
2006,14619000
2007,14639000
2008,14619000
2009,14627000
2010,14619000
2011,14631000
2012,14627000
2013,14635000
2014,14632000
2015,14635000
2016,13627000
2017,13651000
2018,14630000
2019,14642000
2020,14626000
2021,14642000
2022,14631000
2023,14638000
2024,14631000
2025,12985000
2026,14630000
2027,14638000
2028,14630000
2029,14642000
2030,14643000
2031,13639000
2032,14627000
2033,14646000
2034,14635000
2035,14646000
2036,14626000
2037,14651000
2038,14627000
2039,14642000
2040,14631000
2041,14646000
2042,13635000
2043,14638000
2044,14619000
2045,14639000
2046,14623000
2047,14634000
2048,14631000
2049,14651000
2050,13622000
2051,14630000
2052,14636000
2053,13638000
2054,14626000
2055,14647000
2056,14634000
2057,14639000
2058,14639000
2059,14643000
2060,14635000
2061,14651000
2062,14634000
2063,14627000
2064,14628000
2065,14638000
2066,14623000
2067,14651000
2068,13634000
2069,13626000
2070,14635000
2071,14642000
2072,14623000
2073,14639000
2074,14627000
2075,14642000
2076,14630000
2077,14635000
2078,14635000
2079,14647000
2080,13639000
2081,13642000
2082,13619000
2083,13631000
2084,13639000
2085,13638000
2086,13634000
2087,13627000
2088,13635000
2089,14627000
2090,14627000
2091,14631000
2092,14638000
2093,14638000
2094,14619000
2095,14646000
2096,13627000
2097,14643000
2098,14631000
2099,14655000
2100,13631000
2101,13717000
2102,13643000
2103,13646000
2104,13634000
2105,13655000
2106,13635000
2107,13647000
2108,13647000
2109,13646000
2110,14635000
2111,14648000
2112,14630000
2113,14638000
2114,14631000
2115,13638000
2116,13623000
2117,13647000
2118,13615000
2119,13643000
2120,13639000
2121,13635000
2122,13627000
2123,13647000
2124,14650000
2125,14650000
2126,13627000
2127,14646000
2128,13636000
2129,14639000
2130,14631000
2131,14650000
2132,14638000
2133,13647000
2134,14627000
2135,14642000
2136,14626000
2137,14647000
2138,14635000
2139,14642000
2140,14626000
2141,14638000
2142,13635000
2143,13638000
2144,14631000
2145,14639000
2146,14623000
2147,14638000
2148,13634000
2149,13651000
2150,13626000
2151,13650000
2152,14639000
2153,13638000
2154,14631000
2155,14651000
2156,14646000
2157,14646000
2158,14643000
2159,14643000
2160,14631000
2161,14651000
2162,13623000
